date,location,boat_name,trip_type,num_anglers,catch,trip_num
2019-10-12,San Diego,Legend,Overnight Trip,32 Anglers,"17 Skipjack Tuna, 90 Yellowfin Tuna",1
2019-10-12,San Diego,Liberty,Full Day Trip,48 Anglers,140 Yellowfin Tuna,1
2019-10-12,San Diego,Malihini,Full Day Trip,20 Anglers,"10 Skipjack Tuna, 50 Yellowfin Tuna",1
2019-10-12,San Diego,Mission Belle,Full Day Trip,31 Anglers,"2 Skipjack Tuna, 37 Yellowfin Tuna",1
2019-10-12,San Diego,Mustang,Overnight Trip,28 Anglers,"17 Skipjack Tuna, 140 Yellowfin Tuna",1
2019-10-12,San Diego,New Lo-An,2 Day Trip,18 Anglers,"53 Bluefin Tuna, 158 Yellowfin Tuna",1
2019-10-12,San Diego,New Seaforth,1/2 Day Trip,53 Anglers,"2 Sheephead, 3 Lingcod, 49 Whitefish, 70 Rockfish, 68 Vermilion Rockfish",1
2019-10-12,San Diego,New Seaforth,1/2 Day Trip,53 Anglers,"2 Sculpin, 2 Sheephead, 1 Lingcod, 35 Whitefish, 78 Rockfish, 30 Vermilion Rockfish",2
2019-10-12,San Diego,Old Glory,Overnight Trip,36 Anglers,"62 Skipjack Tuna, 180 Yellowfin Tuna",1
2019-10-12,San Diego,Point Loma,Full Day Trip,13 Anglers,"8 Skipjack Tuna, 49 Yellowfin Tuna",1
2019-10-12,San Diego,Premier,1/2 Day Trip,57 Anglers,"3 Sand Bass, 80 Sculpin, 4 Calico Bass, 123 Rockfish",1
2019-10-12,San Diego,Premier,1/2 Day Trip,78 Anglers,"1 Sand Bass, 29 Sculpin, 4 Calico Bass, 127 Rockfish",2
2019-10-12,San Diego,Pronto,3/4 Day Trip,8 Anglers,80 Rockfish,1
2019-10-12,San Diego,Reel Champion,Full Day Trip,6 Anglers,"4 Skipjack Tuna, 12 Yellowfin Tuna",1
2019-10-12,San Diego,Relentless,Overnight Trip,19 Anglers,52 Yellowfin Tuna,1
2019-10-12,San Diego,San Diego,Full Day Trip,45 Anglers,"7 Skipjack Tuna, 151 Yellowfin Tuna",1
2019-10-12,San Diego,Sea Adventure 80,Overnight Trip,32 Anglers,"8 Skipjack Tuna, 100 Yellowfin Tuna",1
2019-10-12,San Diego,Sea Star,3/4 Day Trip,13 Anglers,"2 Sand Bass, 6 Sculpin, 7 Sheephead, 12 Calico Bass (up to 4 pounds), 6 Whitefish, 5 Rockfish, 7 Sculpin Released, 6 Sheephead Released, 42 Calico Bass Released, 5 White Seabass Released",1
2019-10-12,San Diego,Sea Trek,3/4 Day Trip,15 Anglers,"12 Bocaccio, 2 Sheephead, 1 Calico Bass, 6 Rockfish, 1 Sanddab, 52 Red Rockfish, 25 Calico Bass Released",1
2019-10-12,San Diego,Voodoo,Overnight Trip,6 Anglers,"26 Skipjack Tuna, 24 Yellowfin Tuna",1
2019-10-12,San Diego,Voyager,Overnight Trip,15 Anglers,"12 Skipjack Tuna, 75 Yellowfin Tuna",1
2019-10-13,Washington Coast,Tequila Too,Full Day Trip,24 Anglers,"7 Lingcod, 168 Yellowtail Rockfish",1
2019-10-13,North Coast,Fishy Business,Full Day Trip,4 Anglers,12 California Halibut,1
2019-10-13,Bay Area,,,25 Anglers,"35 Cabezon (up to 11 pounds), 1 Halibut (up to 8 pounds), 21 Lingcod (up to 16 pounds)",1
2019-10-13,Bay Area,Argo,Full Day Trip,5 Anglers,5 California Halibut,1
2019-10-13,Bay Area,California Dawn,Full Day Trip,17 Anglers,"34 Lingcod (up to 25 pounds), 170 Rockfish",1
2019-10-13,Bay Area,Hog Heaven,Full Day Trip,21 Anglers,"5 California Halibut, 29 Striped Bass",1
2019-10-13,Bay Area,New El Dorado III,Full Day Trip,17 Anglers,"21 Lingcod (up to 13 pounds), 170 Rockfish",1
2019-10-13,Bay Area,New Huck Finn,Full Day Trip,37 Anglers,"74 Lingcod (up to 18 pounds), 370 Rockfish",1
2019-10-13,Bay Area,New Rayann,Full Day Trip,23 Anglers,"12 Lingcod (up to 11 pounds), 230 Rockfish",1
2019-10-13,Bay Area,Pacific Pearl,Full Day Trip,11 Anglers,"4 Halibut, 22 Striped Bass",1
2019-10-13,Bay Area,Queen of Hearts,Full Day Trip,27 Anglers,"5 Lingcod (up to 14 pounds), 270 Rockfish",1
2019-10-13,Bay Area,Sea Wolf,Full Day Trip,29 Anglers,"58 Lingcod (up to 24 pounds), 290 Rockfish",1
2019-10-13,Bay Area,Wet Spot,Full Day Trip,3 Anglers,"3 Halibut, 6 Striped Bass",1
2019-10-13,Central Coast,Avenger,1/2 Day Trip,31 Anglers,"15 Copper Rockfish, 6 Lingcod (up to 14 pounds), 240 Rockfish, 55 Red Rockfish",1
2019-10-13,Central Coast,Black Pearl,1/2 Day Trip,24 Anglers,"4 Lingcod, 165 Rockfish, 75 Vermilion Rockfish",1
2019-10-13,Central Coast,Caroline,Full Day Trip,20 Anglers,"18 Lingcod, 200 Rockfish",1
2019-10-13,Central Coast,Check Mate,Full Day Trip,18 Anglers,"25 Lingcod, 180 Rockfish",1
2019-10-13,Central Coast,Chubasco,Full Day Trip,39 Anglers,"5 Lingcod, 390 Rockfish",1
2019-10-13,Central Coast,Endeavor (MB),12 Hour,18 Anglers,"10 Bocaccio, 10 Copper Rockfish, 27 Lingcod (up to 25 pounds), 160 Red Rockfish",1
2019-10-13,Central Coast,Fiesta,Overnight Trip,13 Anglers,"10 Bocaccio, 20 Copper Rockfish, 26 Lingcod, 10 Rockfish, 90 Vermilion Rockfish",1
2019-10-13,Central Coast,Flying Fish,1/2 Day Trip,24 Anglers,"2 Copper Rockfish, 3 Lingcod (up to 12 pounds), 212 Rockcod, 26 Red Rockcod",1
2019-10-13,Central Coast,Kahuna,Full Day Trip,25 Anglers,"25 Copper Rockfish, 8 Lingcod, 180 Rockfish, 45 Vermilion Rockfish",1
2019-10-13,Central Coast,Patriot (Avila Beach),1/2 Day Trip,20 Anglers,"8 Copper Rockfish, 167 Rockcod, 5 Red Rockcod (up to 5 pounds)",1
2019-10-13,Delta,SooHoo,Full Day Trip,6 Anglers,12 Striped Bass,1
2019-10-13,Ventura Coast,Aloha Spirit,Full Day Trip,21 Anglers,"3 Barracuda, 2 Halibut, 2 Sheephead, 20 Calico Bass, 5 Whitefish, 38 Rockfish",1
2019-10-13,Ventura Coast,Amigo,Overnight Trip,15 Anglers,"5 Sheephead, 7 Lingcod, 103 Whitefish, 150 Rockfish",1
2019-10-13,Ventura Coast,Cobra,Full Day Trip,10 Anglers,"6 Sculpin, 5 Sheephead, 6 Calico Bass, 65 Whitefish, 22 Bonito, 20 Rockfish",1
2019-10-13,Ventura Coast,Coral Sea,3/4 Day Trip,25 Anglers,"1 Cabezon, 50 Lingcod, 8 Whitefish, 236 Rockfish",1
2019-10-13,Ventura Coast,Coroloma,1/2 Day Trip,35 Anglers,"1 Lingcod, 1 Whitefish, 180 Rockfish",1
2019-10-13,Ventura Coast,Erna B,Full Day Trip,12 Anglers,"3 Barracuda, 1 Halibut, 1 Sculpin, 7 Sheephead, 33 Calico Bass, 10 Whitefish, 40 Rockfish",1
2019-10-13,Ventura Coast,Gentleman,3/4 Day Trip,38 Anglers,"6 Lingcod, 380 Rockfish",1
2019-10-13,Ventura Coast,Island Spirit,3/4 Day Trip,29 Anglers,"3 Cabezon, 4 Sculpin, 21 Sheephead, 18 Lingcod, 131 Whitefish, 221 Rockfish, 1 White Seabass",1
2019-10-13,Ventura Coast,Island Tak,Full Day Trip,10 Anglers,"50 Calico Bass, 42 Whitefish",1
2019-10-13,Ventura Coast,Mirage,Overnight Trip,22 Anglers,"10 Lingcod, 53 Whitefish, 220 Rockfish",1
2019-10-13,Ventura Coast,New Hustler,Overnight Trip,25 Anglers,"36 Sheephead, 10 Lingcod, 204 Whitefish, 250 Rockfish",1
2019-10-13,Ventura Coast,Pacific Islander,Overnight Trip,30 Anglers,"5 Sheephead, 11 Lingcod, 98 Whitefish, 300 Rockfish",1
2019-10-13,Ventura Coast,Sea Jay,Full Day Trip,11 Anglers,"1 Halibut, 15 Sheephead, 110 Whitefish",1
2019-10-13,Ventura Coast,Seabiscuit,Overnight Trip,11 Anglers,"36 Sheephead, 2 Yellowtail, 70 Whitefish, 95 Rockfish",1
2019-10-13,Ventura Coast,Speed Twin,1/2 Day Trip,34 Anglers,"2 Lingcod, 340 Rockfish",1
2019-10-13,Ventura Coast,Stardust,3/4 Day Trip,28 Anglers,"1 Sheephead, 21 Lingcod, 23 Whitefish, 280 Rockfish",1
2019-10-13,Los Angeles,Betty-O,3/4 Day Trip,26 Anglers,"63 Whitefish, 260 Rockfish",1
2019-10-13,Los Angeles,Eldorado,Overnight Trip,34 Anglers,"4 Sheephead, 1 Blue Perch, 12 Lingcod, 279 Whitefish, 125 Rockfish",1
2019-10-13,Los Angeles,Monte Carlo,1/2 Day Trip,28 Anglers,"84 Salmon Grouper, 3 Sculpin, 2 Whitefish, 16 Rockfish, 6 Red Snapper",1
2019-10-13,Los Angeles,Monte Carlo,1/2 Day Trip,18 Anglers,"66 Salmon Grouper, 1 Sheephead, 11 Rockfish, 3 Red Snapper",2
2019-10-13,Los Angeles,Monte Carlo,1/2 Day Trip,22 Anglers,"4 Sand Bass, 23 Sculpin",2
2019-10-13,Los Angeles,Native Sun,3/4 Day Trip,32 Anglers,"3 Yellowtail, 11 Whitefish",1
2019-10-13,Los Angeles,New Del Mar,1/2 Day Trip,84 Anglers,"3 Sand Bass, 33 Sculpin, 2 Lingcod, 62 Whitefish, 407 Rockfish",1
2019-10-13,Los Angeles,Pursuit,Full Day Trip,50 Anglers,"3 Barracuda, 10 Sculpin, 17 Sheephead, 15 Yellowtail, 5 Calico Bass, 364 Whitefish, 76 Rockfish",1
2019-10-13,Los Angeles,Redondo Special,1/2 Day Trip,39 Anglers,"2 Lingcod, 19 Whitefish, 229 Rockfish, 60 Sanddab",1
2019-10-13,Los Angeles,Redondo Special,1/2 Day Trip,16 Anglers,"9 Whitefish, 128 Rockfish, 35 Sanddab",2
2019-10-13,Los Angeles,Spitfire,3/4 Day Trip,29 Anglers,"2 Sand Bass, 6 Sculpin, 14 Sheephead, 2 Calico Bass, 144 Whitefish, 290 Rockfish",1
2019-10-13,Los Angeles,Sport King,3/4 Day Trip,13 Anglers,"18 Sheephead, 1 Yellowtail, 24 Blue Perch, 15 Calico Bass, 27 Whitefish, 2 Opaleye, 1 Bonito",1
2019-10-13,Los Angeles,Toronado,Overnight Trip,26 Anglers,"10 Sheephead, 25 Yellowtail, 59 Whitefish, 35 Bonito, 41 Rockfish, 121 Yellowfin Tuna",1
2019-10-13,Los Angeles,Tradition,3/4 Day Trip,21 Anglers,800 Sanddab,1
2019-10-13,Los Angeles,Victory,3/4 Day Trip,18 Anglers,"101 Salmon Grouper, 3 Sculpin, 5 Sheephead, 2 Blue Perch, 2 Calico Bass, 1 Lingcod, 68 Whitefish, 79 Rockfish, 10 Vermillion Rockfish",1
2019-10-13,Orange,Boardroom II,3/4 Day Trip,3 Anglers,"2 Sand Bass, 2 Bocaccio, 12 Sculpin, 4 Calico Bass, 12 Rockfish, 2 Vermilion Rockfish, 60 Calico Bass Released",1
2019-10-13,Orange,Clemente,1/2 Day Trip,38 Anglers,"8 Sand Bass, 12 Sheephead, 10 Calico Bass, 60 Calico Bass Released",1
2019-10-13,Orange,Clemente,1/2 Day Trip,46 Anglers,"3 Sand Bass, 3 Sculpin, 16 Sheephead, 9 Calico Bass, 7 Whitefish, 71 Calico Bass Released",2
2019-10-13,Orange,Dana Pride,3/4 Day Trip,49 Anglers,"28 Bocaccio, 152 Sculpin, 1 Sheephead, 8 Whitefish, 29 Rockfish, 49 Vermilion Rockfish",1
2019-10-13,Orange,Freelance,3/4 Day Trip,71 Anglers,"131 Bocaccio, 72 Sculpin, 16 Whitefish, 24 Bonito, 181 Rockfish",1
2019-10-13,Orange,Fury,2 Day Trip,21 Anglers,"81 Skipjack Tuna, 155 Yellowfin Tuna",1
2019-10-13,Orange,Helena,3/4 Day Trip,11 Anglers,"8 Bocaccio, 30 Sculpin, 10 Whitefish, 15 Rockfish, 55 Sanddab, 73 Vermilion Rockfish",1
2019-10-13,Orange,Lex Sea,Full Day Trip,4 Anglers,"12 Skipjack Tuna, 12 Yellowfin Tuna",1
2019-10-13,Orange,Reel Fun,1/2 Day Trip,19 Anglers,"2 Sculpin, 9 Whitefish, 44 Calico Bass Released",1
2019-10-13,Orange,San Mateo,3/4 Day Trip,10 Anglers,"2 Calico Bass, 13 Rockfish, 14 Vermilion Rockfish",1
2019-10-13,Orange,Sum Fun,Full Day Trip,29 Anglers,"4 Sheephead, 1 Calico Bass, 25 Bonito, 55 Calico Bass Released",1
2019-10-13,Orange,Sum Fun,1/2 Day Trip,26 Anglers,"2 Sand Bass, 5 Sculpin, 2 Calico Bass, 40 Calico Bass Released",1
2019-10-13,Orange,Thunderbird,1.5 Day Trip,26 Anglers,"6 Bluefin Tuna, 4 Skipjack Tuna, 130 Yellowfin Tuna",1
2019-10-13,Orange,Western Pride,1/2 Day Trip,54 Anglers,"35 Bocaccio, 2 Sculpin, 80 Rockfish, 5 Sanddab",1
2019-10-13,San Diego,Alicia,1/2 Day Trip,8 Anglers,"21 Lobster, 34 Lobster Released",1
2019-10-13,San Diego,Aztec,2 Day Trip,24 Anglers,"48 Bluefin Tuna, 81 Yellowtail, 35 Yellowfin Tuna",1
2019-10-13,San Diego,Chubasco II,1/2 Day Trip,25 Anglers,"9 Sculpin, 1 Sheephead, 1 Lingcod, 20 Whitefish, 108 Rockfish",1
2019-10-13,San Diego,Daily Double,1/2 Day Trip,55 Anglers,"33 Barred Sand Bass, 29 Sculpin, 26 Whitefish, 25 Rockfish",1
2019-10-13,San Diego,Daiwa Pacific,Overnight Trip,18 Anglers,21 Yellowfin Tuna,1
2019-10-13,San Diego,Dolphin,1/2 Day Trip,54 Anglers,"4 Sand Bass, 46 Sculpin, 3 Sheephead, 12 Calico Bass, 106 Rockfish",1
2019-10-13,San Diego,Dolphin,1/2 Day Trip,42 Anglers,"12 Sand Bass, 24 Sculpin, 2 Sheephead, 9 Calico Bass, 115 Rockfish",2
2019-10-13,San Diego,Easter B,Full Day Trip,6 Anglers,15 Yellowfin Tuna,1
2019-10-13,San Diego,El Capitan,1.5 Day Trip,16 Anglers,"4 Bluefin Tuna, 31 Skipjack Tuna, 80 Yellowfin Tuna",1
2019-10-13,San Diego,El Gato Dos,Full Day Trip,6 Anglers,12 Skipjack Tuna,1
2019-10-13,San Diego,Electra,1/2 Day Trip,20 Anglers,"1 Sculpin, 1 Calico Bass, 18 Sanddab, 27 Red Rockfish, 1 Barracuda Released, 30 Calico Bass Released",1
2019-10-13,San Diego,Endeavor (Ventura),1.5 Day Trip,20 Anglers,"27 Skipjack Tuna, 100 Yellowfin Tuna",1
2019-10-13,San Diego,Excalibur,Overnight Trip,30 Anglers,"12 Skipjack Tuna, 50 Yellowfin Tuna",1
2019-10-13,San Diego,Fortune,1.5 Day Trip,16 Anglers,80 Yellowfin Tuna,1
2019-10-13,San Diego,Game Changer,2 Day Trip,5 Anglers,"16 Bluefin Tuna (up to 100 pounds), 18 Yellowfin Tuna (up to 40 pounds)",1
2019-10-13,San Diego,Hi-Count,1.5 Day Trip,6 Anglers,30 Yellowfin Tuna,1
2019-10-13,San Diego,Josie Lynn,Full Day Trip,6 Anglers,24 Skipjack Tuna,1
2019-10-13,San Diego,Legend,Overnight Trip,25 Anglers,"31 Skipjack Tuna, 82 Yellowfin Tuna",1
2019-10-13,San Diego,Liberty,Full Day Trip,51 Anglers,"55 Skipjack Tuna, 50 Yellowfin Tuna",1
2019-10-13,San Diego,Malihini,Full Day Trip,34 Anglers,"65 Whitefish, 135 Rockfish, 75 Red Rockfish",1
2019-10-13,San Diego,Mission Belle,Full Day Trip,38 Anglers,"40 Skipjack Tuna, 30 Yellowfin Tuna",1
2019-10-13,San Diego,Mustang,Overnight Trip,28 Anglers,"25 Skipjack Tuna, 25 Yellowfin Tuna",1
2019-10-13,San Diego,New Seaforth,Full Day Trip,33 Anglers,"34 Skipjack Tuna, 55 Yellowfin Tuna",1
2019-10-13,San Diego,Ocean Odyssey,1.5 Day Trip,27 Anglers,"8 Bluefin Tuna, 135 Yellowfin Tuna",1
2019-10-13,San Diego,Oceanside 95,1.5 Day Trip,28 Anglers,"23 Skipjack Tuna, 102 Yellowfin Tuna",1
2019-10-13,San Diego,Outer Limits,2 Day Trip,11 Anglers,"7 Bluefin Tuna, 110 Yellowfin Tuna",1
2019-10-13,San Diego,Pacific Dawn,2.5 Day Trip,16 Anglers,"54 Bluefin Tuna, 152 Yellowfin Tuna",1
2019-10-13,San Diego,Pacific Queen,1.5 Day Trip,36 Anglers,175 Yellowfin Tuna,1
2019-10-13,San Diego,Pacifica,1.5 Day Trip,27 Anglers,"2 Bluefin Tuna, 135 Yellowfin Tuna",1
2019-10-13,San Diego,Pacifica,Full Day Trip,41 Anglers,"82 Skipjack Tuna, 52 Yellowfin Tuna",1
2019-10-13,San Diego,Pegasus,1.5 Day Trip,14 Anglers,70 Yellowfin Tuna,1
2019-10-13,San Diego,Premier,1/2 Day Trip,75 Anglers,"1 Sand Bass, 58 Sculpin, 4 Calico Bass, 73 Rockfish",1
2019-10-13,San Diego,Premier,1/2 Day Trip,68 Anglers,"4 Sand Bass, 27 Sculpin, 1 Calico Bass, 105 Rockfish",2
2019-10-13,San Diego,Producer,Overnight Trip,22 Anglers,"4 Bluefin Tuna, 110 Yellowfin Tuna",1
2019-10-13,San Diego,Pronto,1/2 Day Trip,10 Anglers,"2 Lingcod, 28 Whitefish, 54 Rockfish",1
2019-10-13,San Diego,Ranger 85,2.5 Day Trip,27 Anglers,"62 Yellowtail, 34 Bonito, 75 Skipjack Tuna, 78 Yellowfin Tuna",1
2019-10-13,San Diego,Relentless,Overnight Trip,14 Anglers,70 Yellowfin Tuna,1
2019-10-13,San Diego,San Diego,Full Day Trip,45 Anglers,"101 Skipjack Tuna, 50 Yellowfin Tuna",1
2019-10-13,San Diego,Sea Adventure 80,Overnight Trip,28 Anglers,79 Skipjack Tuna,1
2019-10-13,San Diego,Sea Watch,1/2 Day Trip,18 Anglers,"4 Sheephead, 11 Whitefish, 131 Rockfish",1
2019-10-13,San Diego,Sea Watch,1/2 Day Trip,36 Anglers,"3 Sheephead, 27 Whitefish, 169 Rockfish",2
2019-10-13,San Diego,T-Bird,1.5 Day Trip,21 Anglers,"22 Bluefin Tuna (up to 40 pounds), 3 Yellowtail, 105 Yellowfin Tuna (up to 30 pounds)",1
2019-10-13,San Diego,Tomahawk,Overnight Trip,26 Anglers,"6 Bluefin Tuna (up to 60 pounds), 16 Skipjack Tuna, 130 Yellowfin Tuna",1
2019-10-13,San Diego,Vendetta,Full Day Trip,10 Anglers,"3 Skipjack Tuna, 8 Yellowfin Tuna",1
2019-10-13,San Diego,Voyager,Overnight Trip,16 Anglers,"15 Skipjack Tuna, 78 Yellowfin Tuna",1
2019-10-14,Washington Coast,Tequila Too,Full Day Trip,24 Anglers,"18 Lingcod, 168 Yellowtail Rockfish",1
2019-10-14,Bay Area,New Huck Finn,Full Day Trip,40 Anglers,"7 Lingcod, 400 Rockfish",1
2019-10-14,Bay Area,Queen of Hearts,Full Day Trip,10 Anglers,"100 Rockfish, 5 Lingcod Released",1
2019-10-14,Bay Area,Sea Wolf,Full Day Trip,24 Anglers,"10 Lingcod, 240 Rockfish",1
2019-10-14,Central Coast,Caroline,Full Day Trip,11 Anglers,110 Rockfish,1
2019-10-14,Central Coast,Check Mate,Full Day Trip,21 Anglers,"42 Lingcod, 210 Rockfish",1
2019-10-14,Central Coast,Fiesta,1/2 Day Trip,35 Anglers,"2 Lingcod, 240 Rockfish, 40 Vermilion Rockfish",1
2019-10-14,Central Coast,Flying Fish,1/2 Day Trip,14 Anglers,"2 Bocaccio, 4 Bolina, 12 Copper Rockfish, 4 Lingcod (up to 6 pounds), 85 Rockcod, 37 Red Rockcod",1
2019-10-14,Central Coast,Kahuna,Full Day Trip,13 Anglers,"5 Lingcod, 130 Rockfish",1
2019-10-14,Central Coast,Rita G,3/4 Day Trip,21 Anglers,"6 Bocaccio, 2 Canary Rockfish, 1 Copper Rockfish, 6 Lingcod, 44 Rockfish, 147 Vermilion Rockfish",1
2019-10-14,Ventura Coast,Cobra,Full Day Trip,8 Anglers,"1 Sand Bass, 1 Halibut, 7 Sculpin, 3 Sheephead, 1 Yellowtail, 6 Calico Bass, 40 Whitefish, 12 Bonito",1
2019-10-14,Ventura Coast,Coral Sea,3/4 Day Trip,25 Anglers,"50 Lingcod, 32 Whitefish, 184 Rockfish",1
2019-10-14,Ventura Coast,Gentleman,3/4 Day Trip,29 Anglers,"2 Lingcod, 1 Whitefish, 290 Rockfish",1
2019-10-14,Ventura Coast,Island Tak,Full Day Trip,10 Anglers,50 Calico Bass,1
2019-10-14,Ventura Coast,Mirage,Overnight Trip,17 Anglers,"14 Yellowtail, 2 Lingcod, 156 Rockfish",1
2019-10-14,Ventura Coast,Sea Jay,Full Day Trip,8 Anglers,"2 Halibut, 1 Lingcod, 80 Whitefish",1
2019-10-14,Ventura Coast,Speed Twin,1/2 Day Trip,28 Anglers,"2 Rock Sole, 280 Rockfish",1
2019-10-14,Los Angeles,Betty-O,3/4 Day Trip,11 Anglers,110 Rockfish,1
2019-10-14,Los Angeles,City of Long Beach,1/2 Day Trip,21 Anglers,"82 Bocaccio, 1 Halibut, 22 Whitefish, 100 Rockfish",1
2019-10-14,Los Angeles,Enterprise,3/4 Day Trip,23 Anglers,"1 Bluefin Tuna, 1 Lingcod, 39 Bonito, 82 Rockfish",1
2019-10-14,Los Angeles,Freedom,1.5 Day Trip,27 Anglers,"42 Skipjack Tuna, 135 Yellowfin Tuna",1
2019-10-14,Los Angeles,Native Sun,3/4 Day Trip,25 Anglers,"12 Sculpin, 5 Sheephead, 5 Calico Bass, 50 Whitefish, 25 Rockfish",1
2019-10-14,Los Angeles,New Del Mar,1/2 Day Trip,35 Anglers,"1 Sand Bass, 25 Sculpin, 2 Sheephead, 18 Whitefish, 275 Rockfish",1
2019-10-14,Los Angeles,Pursuit,Full Day Trip,75 Anglers,"1 Barracuda, 6 Sculpin, 11 Sheephead, 16 Yellowtail, 294 Whitefish, 42 Rockfish",1
2019-10-14,Los Angeles,Spitfire,3/4 Day Trip,17 Anglers,"4 Sheephead, 100 Whitefish, 170 Rockfish",1
2019-10-14,Los Angeles,Sport King,3/4 Day Trip,24 Anglers,"13 Sheephead, 65 Blue Perch, 24 Calico Bass, 14 Whitefish",1
2019-10-14,Los Angeles,Tradition,3/4 Day Trip,20 Anglers,"8 Yellowtail, 3 Calico Bass, 10 Whitefish, 10 Bonito",1
2019-10-14,Los Angeles,Victory,3/4 Day Trip,15 Anglers,"1 Sand Bass, 101 Salmon Grouper, 6 Sculpin, 3 Sheephead, 4 Calico Bass, 26 Whitefish, 40 Rockfish, 25 Sanddab, 20 Vermillion Rockfish",1
2019-10-14,Orange,Clemente,3/4 Day Trip,36 Anglers,"1 Sand Bass, 34 Bocaccio, 10 Sculpin, 12 Whitefish, 44 Vermilion Rockfish",1
2019-10-14,Orange,Freelance,3/4 Day Trip,48 Anglers,"2 Sculpin, 6 Sheephead, 1 Yellowtail, 30 Whitefish",1
2019-10-14,Orange,Reel Fun,1/2 Day Trip,22 Anglers,"1 Sand Bass, 1 Sculpin, 3 Sheephead, 1 Calico Bass, 10 Whitefish, 23 Calico Bass Released",1
2019-10-14,Orange,Sum Fun,3/4 Day Trip,40 Anglers,"29 Bocaccio, 101 Sculpin, 26 Whitefish, 42 Rockfish, 72 Vermilion Rockfish",1
2019-10-14,Orange,Western Pride,3/4 Day Trip,37 Anglers,"3 Sheephead, 3 Yellowtail, 3 Calico Bass, 48 Whitefish, 81 Bonito",1
2019-10-14,San Diego,Alicia,1/2 Day Trip,10 Anglers,"32 Lobster, 41 Lobster Released",1
2019-10-14,San Diego,Aztec,Overnight Trip,30 Anglers,"13 Bluefin Tuna, 15 Yellowtail, 1 Yellowfin Tuna",1
2019-10-14,San Diego,Chubasco II,1/2 Day Trip,17 Anglers,"6 Sculpin, 8 Whitefish, 110 Rockfish",1
2019-10-14,San Diego,Condor,3 Day Trip,24 Anglers,"46 Bluefin Tuna, 360 Yellowfin Tuna",1
2019-10-14,San Diego,Constitution,1.5 Day Trip,23 Anglers,"15 Bluefin Tuna, 18 Skipjack Tuna, 90 Yellowfin Tuna",1
2019-10-14,San Diego,Cortez,2.5 Day Trip,15 Anglers,"3 Bluefin Tuna, 150 Yellowfin Tuna",1
2019-10-14,San Diego,Daily Double,1/2 Day Trip,18 Anglers,"2 Barred Sand Bass, 15 Sculpin, 1 Sheephead, 14 Calico Bass, 27 Rockfish",1
2019-10-14,San Diego,Dolphin,Full Day Trip,31 Anglers,8 Skipjack Tuna,1
2019-10-14,San Diego,El Gato Dos,Full Day Trip,5 Anglers,"1 Skipjack Tuna, 6 Yellowfin Tuna",1
2019-10-14,San Diego,Grande,Full Day Trip,45 Anglers,"20 Skipjack Tuna, 5 Yellowfin Tuna",1
2019-10-14,San Diego,Mission Belle,Full Day Trip,37 Anglers,"19 Skipjack Tuna, 85 Yellowfin Tuna",1
2019-10-14,San Diego,New Lo-An,1.5 Day Trip,31 Anglers,"62 Bluefin Tuna (up to 70 pounds), 67 Yellowfin Tuna (up to 40 pounds)",1
2019-10-14,San Diego,New Seaforth,Full Day Trip,44 Anglers,17 Skipjack Tuna,1
2019-10-14,San Diego,Old Glory,Overnight Trip,36 Anglers,"79 Yellowtail, 3 Skipjack Tuna, 12 Yellowfin Tuna",1
2019-10-14,San Diego,Pacifica,Overnight Trip,30 Anglers,103 Yellowfin Tuna,1
2019-10-14,San Diego,Premier,1/2 Day Trip,38 Anglers,"2 Sand Bass, 14 Sculpin, 138 Rockfish",1
2019-10-14,San Diego,Premier,1/2 Day Trip,0 Anglers,"7 Sand Bass, 60 Sculpin, 1 Sheephead, 5 Calico Bass, 83 Rockfish",2
2019-10-14,San Diego,Pride,Overnight Trip,18 Anglers,"42 Skipjack Tuna, 18 Yellowfin Tuna",1
2019-10-14,San Diego,San Diego,Full Day Trip,45 Anglers,"7 Skipjack Tuna, 21 Yellowfin Tuna",1
2019-10-14,San Diego,Sauerfish,Overnight Trip,5 Anglers,"2 Bluefin Tuna, 1 Skipjack Tuna, 1 Yellowfin Tuna",1
2019-10-14,San Diego,Sea Watch,1/2 Day Trip,18 Anglers,"2 Sheephead, 19 Whitefish, 180 Rockfish",1
2019-10-14,San Diego,Sea Watch,1/2 Day Trip,8 Anglers,"4 Sheephead, 1 Lingcod, 21 Whitefish, 59 Rockfish",2
2019-10-14,San Diego,Top Gun 80,2.5 Day Trip,24 Anglers,240 Yellowfin Tuna,1
2019-10-15,Bay Area,Chasin Crustacean,Full Day Trip,6 Anglers,12 King Salmon,1
2019-10-15,Bay Area,Lovely Martha,Full Day Trip,12 Anglers,"4 California Halibut, 1 Leopard Shark, 24 Striped Bass",1
2019-10-15,Bay Area,New Rayann,Full Day Trip,10 Anglers,3 Chinoook Salmon (up to 24 pounds),1
2019-10-15,Bay Area,New Sea Angler,Full Day Trip,14 Anglers,"28 Lingcod (up to 19 pounds), 140 Rockfish",1
2019-10-15,Bay Area,Queen of Hearts,Full Day Trip,11 Anglers,"5 Lingcod, 110 Rockfish",1
2019-10-15,Bay Area,Sea Wolf,Full Day Trip,29 Anglers,"21 Lingcod, 290 Rockfish",1
2019-10-15,Central Coast,Black Pearl,1/2 Day Trip,18 Anglers,"144 Rockfish, 36 Vermilion Rockfish",1
